student_id,district,gender,income_tier,treatment_group,baseline_score,parent_trust,tech_adopted,attrition_status,endline_score
2876,Multan,Female,High,Treatment,37,Agree,No,Surveyed,43.51637649181778
2877,Lahore,Male,Middle,Control,54,Agree,No,Refused,64.32223171412348
2878,Karachi,Female,High,Control,50,Agree,Yes,Surveyed,48.72844456514339
2879,Islamabad,Female,Low,Treatment,55,Strongly Agree,No,Surveyed,70.6467958212265
2880,Multan,Male,Low,Treatment,42,Strongly Agree,No,Surveyed,68.16238689821739
2881,Karachi,Male,Low,Treatment,46,Strongly Agree,No,Refused,61.80712928794688
2882,Multan,Male,Low,Control,57,Strongly Disagree,No,Refused,60.86749551669071
2883,Karachi,Male,Low,Control,57,Strongly Agree,Yes,Surveyed,67.47851978000563
2884,Lahore,Female,Low,Control,61,Strongly Agree,Yes,Surveyed,61.04835462564415
2885,Multan,Male,Middle,Treatment,51,Disagree,No,Surveyed,67.26345901335368
2886,Multan,Female,Low,Control,53,Strongly Agree,Yes,Refused,51.66132021412525
2887,Islamabad,Male,Middle,Control,75,Disagree,Yes,Surveyed,72.89875618026979
2888,Multan,Male,High,Treatment,48,Disagree,Yes,Surveyed,64.96445332955699
2889,Karachi,Female,Low,Treatment,28,Agree,Yes,Surveyed,46.75286613767098
2890,Islamabad,Female,Low,Control,43,Disagree,No,Surveyed,46.111952457263854
2891,Islamabad,Male,Low,Treatment,28,Agree,Yes,Not Reached,50.69570128307119
2892,Lahore,Male,Middle,Control,38,Disagree,No,Not Reached,36.42120570040849
2893,Faisalabad,Male,Low,Treatment,41,Strongly Agree,No,Surveyed,71.41076103510918
2894,Lahore,Female,Low,Treatment,74,Agree,Yes,Surveyed,89.03077242417709
2895,Multan,Female,Low,Control,60,Agree,Yes,Surveyed,57.63183689998962
2896,Islamabad,Male,Low,Treatment,59,Disagree,No,Surveyed,75.81900768805788
2897,Karachi,Male,Low,Control,39,Agree,No,Surveyed,41.75379550348036
2898,Multan,Male,Middle,Treatment,43,Agree,Yes,Surveyed,55.75559997576235
2899,Multan,Male,Low,Treatment,36,Disagree,Yes,Refused,60.222493014050414
2900,Faisalabad,Male,Middle,Control,34,Strongly Disagree,Yes,Not Reached,40.90497181869037
2901,Karachi,Female,Low,Control,39,Agree,Yes,Surveyed,36.806009950010456
2902,Multan,Female,Low,Treatment,67,Strongly Disagree,Yes,Surveyed,83.12485364384048
2903,Islamabad,Male,Low,Treatment,35,Strongly Agree,No,Surveyed,54.356090630875485
2904,Karachi,Male,High,Control,27,Agree,Yes,Surveyed,33.78848868678091
2905,Multan,Male,Low,Control,37,Disagree,Yes,Surveyed,39.32924138330776
2906,Karachi,Male,Middle,Control,37,Strongly Agree,No,Surveyed,39.84414432112687
2907,Karachi,Male,Low,Treatment,18,Agree,No,Surveyed,33.29951002472261
2908,Islamabad,Male,Middle,Control,37,Agree,Yes,Surveyed,38.93054301093748
2909,Lahore,Male,Middle,Treatment,55,Disagree,Yes,Refused,77.52846737809645
2910,Faisalabad,Female,Low,Treatment,44,Agree,No,Refused,59.85970900226385
2911,Lahore,Male,Low,Treatment,43,Agree,Yes,Surveyed,60.41430065145626
2912,Faisalabad,Female,High,Control,50,Strongly Agree,Yes,Not Reached,51.62344969754082
2913,Lahore,Female,Low,Control,35,Strongly Disagree,No,Surveyed,40.58845955143053
2914,Islamabad,Female,Middle,Treatment,55,Agree,No,Refused,71.17996818355812
2915,Faisalabad,Female,Middle,Control,32,Strongly Disagree,No,Surveyed,37.97098736182356
2916,Multan,Female,Low,Control,41,Disagree,Yes,Surveyed,37.94213261116142
2917,Multan,Male,High,Treatment,40,Strongly Disagree,Yes,Surveyed,56.30227584750047
2918,Karachi,Male,High,Control,56,Strongly Disagree,Yes,Surveyed,60.89322603163541
2919,Faisalabad,Female,Low,Treatment,46,Strongly Disagree,Yes,Surveyed,74.78080782021527
2920,Faisalabad,Female,Low,Control,46,Strongly Agree,Yes,Surveyed,48.61844640155144
2921,Islamabad,Female,Middle,Control,53,Disagree,Yes,Surveyed,52.229442260359285
2922,Lahore,Female,Low,Treatment,38,Agree,No,Surveyed,49.69614149869618
2923,Faisalabad,Male,Low,Treatment,51,Disagree,Yes,Surveyed,59.6442201485369
2924,Lahore,Female,Low,Treatment,46,Agree,Yes,Surveyed,67.6826589756786
2925,Multan,Female,Middle,Treatment,29,Strongly Agree,No,Surveyed,48.305559983928745
2926,Islamabad,Female,Middle,Control,42,Agree,Yes,Surveyed,46.05404785342851
2927,Lahore,Female,Low,Treatment,43,Agree,No,Surveyed,64.59743820574357
2928,Faisalabad,Male,Middle,Control,46,Strongly Disagree,Yes,Refused,52.10895068419799
2929,Lahore,Male,Low,Control,54,Agree,Yes,Refused,53.88411809033312
2930,Lahore,Male,Low,Control,70,Agree,No,Surveyed,80.7258478531509
2931,Lahore,Female,Middle,Control,44,Strongly Disagree,No,Surveyed,46.88441027544323
2932,Lahore,Female,High,Treatment,40,Strongly Disagree,Yes,Not Reached,47.97026721372974
2933,Multan,Male,Low,Control,43,Strongly Agree,Yes,Surveyed,47.202896745491174
2934,Lahore,Male,Low,Treatment,45,Strongly Disagree,No,Surveyed,61.348129772733756
2935,Karachi,Female,Low,Treatment,47,Agree,Yes,Not Reached,71.48318694109744
2936,Karachi,Male,Low,Treatment,21,Agree,Yes,Surveyed,44.15414033637768
2937,Islamabad,Female,Low,Control,33,Agree,Yes,Surveyed,29.52087566900593
2938,Multan,Female,Low,Control,63,Agree,No,Surveyed,76.26126518645981
2939,Faisalabad,Female,Low,Control,32,Agree,Yes,Surveyed,26.017994779613918
2940,Lahore,Male,High,Control,48,Agree,Yes,Surveyed,47.12261593570214
2941,Islamabad,Male,Low,Treatment,34,Agree,Yes,Surveyed,51.14616350486219
2942,Karachi,Male,Low,Control,45,Agree,Yes,Surveyed,46.77025756045963
2943,Faisalabad,Male,Low,Control,36,Strongly Agree,Yes,Not Reached,51.065836153072155
2944,Islamabad,Male,Low,Control,61,Strongly Disagree,No,Surveyed,66.44259907387442
2945,Karachi,Male,High,Control,41,Agree,No,Surveyed,43.96571584313184
2946,Islamabad,Female,Low,Control,25,Strongly Disagree,Yes,Surveyed,36.727673249375
2947,Faisalabad,Male,Low,Treatment,63,Disagree,No,Surveyed,79.68535708820957
2948,Multan,Male,Middle,Control,27,Agree,Yes,Surveyed,29.786955296958233
2949,Multan,Male,Low,Treatment,52,Agree,Yes,Surveyed,66.79948520123618
2950,Lahore,Male,Low,Control,31,Strongly Agree,No,Surveyed,39.526842771093335
2951,Lahore,Male,Middle,Control,37,Disagree,Yes,Not Reached,36.403995239022755
2952,Multan,Female,Middle,Control,46,Strongly Agree,Yes,Surveyed,52.61319088253117
2953,Islamabad,Female,Low,Treatment,51,Disagree,Yes,Not Reached,69.71886269717774
2954,Faisalabad,Female,Low,Treatment,37,Disagree,No,Surveyed,60.70721114165189
2955,Faisalabad,Male,Middle,Treatment,51,Agree,Yes,Surveyed,55.83389249716661
2956,Islamabad,Male,High,Control,29,Agree,Yes,Not Reached,37.350811326100754
2957,Faisalabad,Female,High,Treatment,44,Agree,Yes,Surveyed,59.47191083929309
2958,Islamabad,Female,Low,Control,47,Disagree,Yes,Surveyed,59.769818185335126
2959,Multan,Female,Low,Treatment,36,Disagree,Yes,Refused,58.9605942398371
2960,Faisalabad,Female,Middle,Control,50,Agree,No,Surveyed,56.253615949843116
2961,Islamabad,Female,High,Treatment,65,Strongly Disagree,Yes,Surveyed,77.94669261159454
2962,Multan,Female,High,Treatment,51,Strongly Agree,Yes,Surveyed,56.56111084918096
2963,Lahore,Female,High,Control,58,Agree,No,Surveyed,67.59454382911862
2964,Faisalabad,Female,Low,Treatment,46,Strongly Agree,Yes,Refused,55.01903534197586
2965,Faisalabad,Female,Middle,Control,62,Strongly Agree,Yes,Refused,72.88611412977833
2966,Islamabad,Female,Middle,Treatment,44,Agree,No,Surveyed,62.398917605170844
2967,Faisalabad,Male,Low,Treatment,34,Disagree,Yes,Surveyed,47.920256711686676
2968,Islamabad,Male,Low,Treatment,51,Agree,Yes,Surveyed,73.23219496533083
2969,Multan,Male,Low,Control,59,Agree,No,Not Reached,62.935238633565085
2970,Multan,Female,Low,Control,40,Disagree,Yes,Surveyed,46.34719843585147
2971,Karachi,Male,High,Control,53,Disagree,No,Surveyed,51.617624461285395
2972,Multan,Female,Low,Treatment,48,Strongly Agree,No,Surveyed,68.13064156585209
2973,Karachi,Male,Low,Control,36,Strongly Agree,No,Refused,44.59628141208988
2974,Karachi,Male,Low,Control,66,Strongly Disagree,Yes,Surveyed,69.13575289623591
2975,Islamabad,Male,Middle,Treatment,59,Agree,Yes,Not Reached,65.11155267920367
2976,Lahore,Female,Middle,Control,35,Agree,Yes,Surveyed,42.78040483569152
2977,Karachi,Male,Low,Control,21,Agree,No,Surveyed,20.286400472266507
2978,Multan,Female,Middle,Treatment,14,Disagree,No,Surveyed,19.773058667216826
2979,Islamabad,Female,Middle,Control,25,Agree,No,Surveyed,28.74697765098984
2980,Multan,Female,Low,Treatment,43,Agree,Yes,Surveyed,66.41747295618742
2981,Multan,Male,High,Control,41,Agree,Yes,Surveyed,34.12044559649161
2982,Karachi,Female,Low,Treatment,41,Agree,Yes,Surveyed,58.755611806979246
2983,Lahore,Male,Low,Treatment,32,Strongly Disagree,No,Surveyed,50.791638344928465
2984,Multan,Male,Middle,Treatment,30,Agree,Yes,Surveyed,50.563224708797975
2985,Karachi,Female,Low,Treatment,47,Disagree,Yes,Surveyed,64.03840011216573
2986,Multan,Female,Middle,Control,48,Strongly Agree,Yes,Surveyed,52.590568139551785
2987,Multan,Male,Middle,Control,50,Strongly Agree,No,Surveyed,57.229121276780944
2988,Islamabad,Male,High,Control,45,Disagree,No,Surveyed,41.372559243693495
2989,Karachi,Female,Low,Control,31,Disagree,Yes,Surveyed,29.121666534902893
2990,Lahore,Female,Low,Treatment,41,Strongly Agree,No,Refused,61.73997453647374
2991,Faisalabad,Female,Low,Treatment,50,Strongly Agree,Yes,Surveyed,59.65282466415942
2992,Multan,Female,Low,Treatment,58,Disagree,Yes,Surveyed,70.90075588196169
2993,Karachi,Female,High,Control,43,Agree,No,Surveyed,44.05891708936518
2994,Multan,Female,Middle,Treatment,40,Strongly Agree,Yes,Refused,49.41041266238393
2995,Multan,Male,Low,Treatment,47,Strongly Agree,No,Surveyed,55.57753289427912
2996,Faisalabad,Female,Low,Control,51,Disagree,No,Surveyed,54.25332542396972
2997,Faisalabad,Female,Middle,Treatment,46,Strongly Agree,No,Surveyed,55.035847909376535
2998,Multan,Female,Middle,Control,61,Strongly Disagree,No,Surveyed,53.313240863883806
2999,Karachi,Female,Middle,Control,39,Strongly Agree,No,Surveyed,39.872426202637186
3000,Karachi,Male,Low,Control,57,Strongly Agree,No,Surveyed,59.243960192549736
3001,Lahore,Male,Middle,Treatment,43,Strongly Agree,No,Surveyed,59.62660014743351
3002,Faisalabad,Female,Low,Treatment,61,Strongly Disagree,Yes,Surveyed,84.56203087403523
3003,Faisalabad,Female,Middle,Treatment,52,Strongly Agree,Yes,Surveyed,70.0843635025129
3004,Multan,Male,Low,Control,44,Agree,No,Surveyed,47.4226670116242
3005,Karachi,Female,Middle,Treatment,37,Agree,Yes,Not Reached,52.033021104273985
3006,Multan,Male,Middle,Treatment,41,Agree,Yes,Surveyed,49.58382690705973
3007,Lahore,Female,Middle,Control,52,Disagree,No,Not Reached,61.08142363782288
3008,Islamabad,Female,High,Control,74,Strongly Agree,Yes,Surveyed,70.38963677843456
3009,Karachi,Female,Low,Control,44,Agree,Yes,Surveyed,49.17336004604981
3010,Lahore,Male,Low,Treatment,41,Strongly Agree,Yes,Surveyed,57.66779346074387
3011,Islamabad,Male,High,Treatment,41,Strongly Agree,No,Surveyed,57.637614953190436
3012,Islamabad,Female,Middle,Control,58,Strongly Agree,Yes,Surveyed,60.496371819884985
3013,Islamabad,Male,Low,Treatment,42,Disagree,Yes,Not Reached,57.778555703634524
3014,Karachi,Male,Low,Treatment,52,Agree,No,Surveyed,65.01535522046099
3015,Multan,Male,Low,Control,52,Agree,Yes,Surveyed,49.19796482566226
3016,Faisalabad,Female,Middle,Treatment,69,Strongly Agree,Yes,Surveyed,81.47469874574553
3017,Karachi,Female,Middle,Control,48,Strongly Agree,Yes,Surveyed,57.05317302147398
3018,Faisalabad,Female,High,Treatment,45,Strongly Agree,No,Not Reached,64.43329902914138
3019,Karachi,Female,Low,Control,49,Agree,Yes,Not Reached,52.33864181923738
3020,Faisalabad,Female,Middle,Control,47,Strongly Agree,Yes,Surveyed,50.869570363848574
3021,Faisalabad,Female,Low,Treatment,67,Strongly Agree,No,Surveyed,88.20834330077437
3022,Multan,Female,Middle,Treatment,34,Strongly Agree,Yes,Surveyed,43.964299003314196
3023,Karachi,Male,Low,Control,37,Agree,Yes,Not Reached,42.863413468794725
3024,Multan,Female,Middle,Treatment,32,Strongly Agree,Yes,Surveyed,52.052757419710794
3025,Lahore,Female,Low,Control,41,Strongly Agree,Yes,Refused,43.43297955621732
3026,Faisalabad,Female,Low,Treatment,40,Disagree,Yes,Surveyed,62.44122666649433
3027,Islamabad,Male,Middle,Control,61,Agree,Yes,Not Reached,61.55040100013233
3028,Karachi,Male,Low,Control,46,Agree,Yes,Surveyed,38.47674796200986
3029,Lahore,Female,Middle,Treatment,47,Strongly Agree,Yes,Surveyed,49.72383105246784
3030,Lahore,Female,High,Control,45,Agree,Yes,Surveyed,40.52886012991018
3031,Faisalabad,Female,Low,Control,20,Agree,Yes,Surveyed,22.886914914611577
3032,Islamabad,Female,Low,Treatment,43,Strongly Agree,Yes,Not Reached,60.59051092162727
3033,Lahore,Male,Middle,Control,65,Disagree,Yes,Surveyed,62.98453060566999
3034,Karachi,Male,Low,Control,30,Disagree,Yes,Not Reached,38.955273186401
3035,Karachi,Male,Low,Treatment,28,Disagree,Yes,Not Reached,43.86603486425759
3036,Islamabad,Male,Low,Control,56,Strongly Agree,No,Not Reached,54.78085268004686
3037,Faisalabad,Female,High,Treatment,36,Strongly Agree,Yes,Surveyed,38.165524959035224
3038,Multan,Female,High,Control,54,Strongly Agree,Yes,Surveyed,52.78058912059222
3039,Islamabad,Male,High,Control,52,Disagree,No,Surveyed,55.45979239905338
3040,Islamabad,Male,High,Control,59,Agree,No,Refused,64.29220710444392
3041,Faisalabad,Female,Low,Control,25,Strongly Agree,Yes,Not Reached,24.935087378215638
3042,Karachi,Female,High,Treatment,35,Disagree,Yes,Not Reached,41.28694683325257
3043,Faisalabad,Male,High,Control,40,Disagree,No,Surveyed,52.90822338685099
3044,Lahore,Female,Middle,Control,62,Disagree,Yes,Not Reached,64.43377292052313
3045,Islamabad,Male,Low,Treatment,42,Agree,No,Surveyed,64.47870271097395
3046,Lahore,Female,Low,Treatment,51,Strongly Agree,No,Surveyed,68.58329803827152
3047,Islamabad,Female,Middle,Treatment,44,Agree,No,Not Reached,50.796138040109206
3048,Multan,Male,Low,Treatment,28,Strongly Agree,Yes,Surveyed,54.07140895802385
3049,Faisalabad,Male,High,Treatment,50,Strongly Agree,No,Not Reached,61.25180159679212
3050,Lahore,Male,Low,Treatment,39,Strongly Disagree,Yes,Surveyed,61.75031202470774
3051,Karachi,Male,High,Control,74,Strongly Agree,Yes,Surveyed,71.33237809821365
3052,Faisalabad,Female,Middle,Control,34,Agree,Yes,Surveyed,47.760697178193084
3053,Multan,Male,Low,Treatment,50,Strongly Agree,No,Surveyed,73.29349429973684
3054,Islamabad,Male,Middle,Control,62,Disagree,Yes,Surveyed,68.56586772592308
3055,Lahore,Male,Low,Treatment,35,Strongly Agree,No,Surveyed,51.888569466457454
3056,Faisalabad,Male,Low,Treatment,60,Disagree,No,Surveyed,79.95448449088495
3057,Faisalabad,Male,Middle,Treatment,65,Disagree,Yes,Surveyed,73.20166763515708
3058,Lahore,Male,Middle,Treatment,42,Disagree,No,Surveyed,52.56092392148949
3059,Islamabad,Male,Low,Treatment,84,Agree,No,Not Reached,95.01026237445132
3060,Islamabad,Female,Low,Control,35,Agree,No,Not Reached,40.14326391216758
3061,Faisalabad,Male,Low,Control,68,Strongly Agree,Yes,Not Reached,63.409570221376235
3062,Islamabad,Female,Low,Treatment,39,Agree,Yes,Surveyed,62.937012740005144
3063,Karachi,Female,Low,Control,40,Strongly Agree,No,Surveyed,43.26396312265989
3064,Multan,Male,Low,Treatment,54,Strongly Disagree,No,Surveyed,72.72105401002604
3065,Karachi,Female,Low,Treatment,28,Agree,Yes,Surveyed,45.676614747680546
3066,Karachi,Male,High,Treatment,75,Agree,Yes,Surveyed,82.91955152575325
3067,Lahore,Male,Low,Control,35,Agree,Yes,Surveyed,47.357226970598795
3068,Islamabad,Female,Low,Treatment,44,Strongly Agree,Yes,Surveyed,64.11663268033922
3069,Multan,Female,Low,Control,36,Strongly Agree,Yes,Surveyed,37.397702287262774
3070,Karachi,Male,Low,Control,58,Strongly Agree,No,Surveyed,55.865449549599845
3071,Karachi,Female,Low,Control,30,Agree,Yes,Surveyed,37.59305270674921
3072,Karachi,Male,Low,Treatment,26,Disagree,Yes,Surveyed,41.37460626240754
3073,Multan,Female,Low,Control,58,Agree,Yes,Surveyed,66.41285583246234
3074,Karachi,Female,Low,Control,33,Agree,Yes,Not Reached,38.940862692459305
3075,Islamabad,Female,Middle,Treatment,43,Agree,Yes,Surveyed,58.8166167349477
3076,Islamabad,Male,Low,Control,47,Strongly Agree,Yes,Refused,49.05486802688407
3077,Islamabad,Male,Middle,Treatment,24,Strongly Agree,No,Surveyed,36.467578644335305
3078,Faisalabad,Female,Low,Control,43,Agree,Yes,Surveyed,45.18279810465685
3079,Karachi,Male,Middle,Treatment,52,Agree,Yes,Surveyed,60.056328612884215
3080,Islamabad,Male,Low,Control,26,Strongly Agree,No,Surveyed,34.29844717255786
3081,Faisalabad,Female,High,Control,55,Agree,Yes,Surveyed,63.426823807660845
3082,Multan,Male,Low,Control,54,Agree,Yes,Surveyed,49.172651448416595
3083,Karachi,Female,Low,Control,48,Agree,Yes,Surveyed,47.15170858283487
3084,Lahore,Male,Low,Treatment,53,Strongly Agree,No,Surveyed,84.92202859924316
3085,Karachi,Male,Low,Treatment,60,Agree,No,Surveyed,76.06771621770612
3086,Faisalabad,Female,Low,Control,41,Strongly Agree,Yes,Surveyed,47.3944243660395
3087,Multan,Female,High,Control,55,Agree,Yes,Surveyed,50.47334509145389
3088,Faisalabad,Male,Low,Treatment,31,Strongly Agree,No,Surveyed,55.48318794921993
3089,Islamabad,Male,Middle,Control,32,Disagree,Yes,Surveyed,40.30500033442395
3090,Multan,Male,Middle,Treatment,41,Disagree,Yes,Refused,47.228651499157166
3091,Islamabad,Female,Middle,Control,50,Strongly Agree,Yes,Surveyed,50.945891236398005
3092,Karachi,Male,Low,Treatment,64,Strongly Agree,Yes,Surveyed,79.84842677153667
3093,Lahore,Female,High,Control,69,Agree,No,Surveyed,72.57814678618001
3094,Lahore,Female,Low,Treatment,46,Strongly Disagree,Yes,Surveyed,73.01839165340536
3095,Islamabad,Male,Low,Treatment,33,Disagree,No,Not Reached,62.14065210352059
3096,Islamabad,Female,Low,Treatment,40,Strongly Agree,Yes,Not Reached,53.22500166518289
3097,Karachi,Female,Low,Control,36,Agree,Yes,Surveyed,42.50663255970624
3098,Faisalabad,Male,Low,Treatment,21,Strongly Agree,No,Not Reached,36.222643785495684
3099,Multan,Female,High,Treatment,34,Strongly Agree,No,Surveyed,47.67790331338519
3100,Karachi,Male,Middle,Treatment,44,Strongly Agree,Yes,Surveyed,61.225801533469934
3101,Faisalabad,Male,Middle,Control,55,Disagree,No,Surveyed,57.05742569332831
3102,Faisalabad,Male,Middle,Treatment,50,Agree,No,Surveyed,44.36189698850269
3103,Multan,Female,Low,Control,53,Agree,No,Surveyed,55.202570681559905
3104,Islamabad,Female,Middle,Control,43,Agree,Yes,Refused,41.01862774636839
3105,Karachi,Male,Middle,Treatment,35,Agree,No,Surveyed,42.52451655316449
3106,Lahore,Male,Middle,Treatment,46,Strongly Agree,Yes,Refused,60.26668342227187
3107,Islamabad,Female,High,Treatment,49,Strongly Agree,No,Not Reached,53.20457389703335
3108,Faisalabad,Male,Middle,Control,40,Agree,Yes,Surveyed,46.557485164930185
3109,Lahore,Female,High,Control,53,Strongly Agree,Yes,Surveyed,56.68562097654135
3110,Multan,Female,Middle,Treatment,63,Agree,Yes,Surveyed,76.44510502237617
3111,Lahore,Female,Middle,Treatment,51,Agree,Yes,Refused,57.92756326795499
3112,Faisalabad,Female,Low,Control,34,Strongly Agree,Yes,Not Reached,34.51317139554692
3113,Islamabad,Female,Middle,Control,54,Disagree,Yes,Surveyed,60.153796369320105
3114,Karachi,Male,Low,Control,30,Agree,No,Refused,28.269645487294035
3115,Multan,Male,Low,Treatment,52,Disagree,No,Surveyed,81.8223406411408
3116,Faisalabad,Male,Middle,Control,39,Strongly Agree,Yes,Surveyed,43.6625429764549
3117,Karachi,Male,Middle,Control,46,Strongly Disagree,No,Surveyed,52.834140583551445
3118,Karachi,Female,Middle,Treatment,33,Agree,Yes,Surveyed,46.47560693732767
3119,Lahore,Female,High,Control,59,Strongly Agree,Yes,Surveyed,62.63601963782787
3120,Lahore,Male,High,Control,57,Disagree,No,Refused,54.642826672688216
3121,Multan,Male,Middle,Treatment,23,Agree,Yes,Surveyed,35.62065623212357
3122,Karachi,Male,Low,Control,26,Strongly Agree,No,Surveyed,26.010278659041326
3123,Faisalabad,Female,Low,Treatment,35,Strongly Agree,No,Surveyed,55.96259157605934
3124,Faisalabad,Male,Middle,Treatment,21,Strongly Agree,No,Refused,40.18208366196001
3125,Islamabad,Female,High,Control,38,Agree,No,Not Reached,52.690442247407006
3126,Karachi,Female,Low,Control,64,Strongly Agree,Yes,Surveyed,71.71186204064439
3127,Multan,Male,Middle,Treatment,39,Strongly Agree,Yes,Not Reached,46.25104400348881
3128,Faisalabad,Female,Low,Control,57,Agree,Yes,Surveyed,62.449868493553865
3129,Faisalabad,Male,Low,Control,44,Disagree,Yes,Not Reached,47.35134752350514
3130,Lahore,Male,Middle,Control,23,Agree,Yes,Refused,27.449841529042285
3131,Faisalabad,Female,High,Control,34,Strongly Agree,No,Surveyed,42.395119502249344
3132,Lahore,Male,High,Treatment,50,Strongly Agree,Yes,Surveyed,65.05834802676647
3133,Karachi,Male,High,Control,48,Agree,Yes,Refused,54.64739840804784
3134,Multan,Female,High,Treatment,58,Agree,No,Not Reached,71.16999131077388
3135,Multan,Female,Middle,Control,49,Agree,No,Surveyed,43.38526501883591
3136,Karachi,Male,Middle,Treatment,24,Disagree,Yes,Surveyed,35.75925861393661
3137,Islamabad,Female,Middle,Control,41,Strongly Agree,Yes,Surveyed,40.9232234891738
3138,Faisalabad,Female,Low,Control,60,Strongly Agree,Yes,Surveyed,63.25531889416904
3139,Faisalabad,Male,Middle,Treatment,53,Strongly Agree,Yes,Surveyed,68.6935199250059
3140,Lahore,Male,High,Treatment,39,Strongly Agree,Yes,Surveyed,55.975073140677075
3141,Faisalabad,Male,Middle,Control,44,Agree,No,Surveyed,41.81665829789483
3142,Islamabad,Male,Middle,Control,48,Agree,Yes,Surveyed,46.255405086752724
3143,Lahore,Female,Middle,Treatment,61,Disagree,Yes,Surveyed,75.26007182543975
3144,Karachi,Male,Low,Treatment,31,Disagree,Yes,Surveyed,52.83076353389022
3145,Lahore,Male,Middle,Control,39,Strongly Agree,Yes,Not Reached,37.504788040385414
3146,Faisalabad,Male,Middle,Treatment,85,Disagree,Yes,Surveyed,96.8432465438598
3147,Multan,Female,Low,Treatment,61,Agree,Yes,Surveyed,74.46295348390849
3148,Islamabad,Male,Low,Treatment,43,Strongly Agree,Yes,Surveyed,61.78741174877329
3149,Islamabad,Male,Low,Control,41,Strongly Agree,Yes,Refused,51.867667637002796
3150,Faisalabad,Male,High,Treatment,61,Agree,Yes,Surveyed,72.43657241358275
3151,Karachi,Male,Middle,Control,60,Strongly Agree,No,Refused,58.552644957465304
3152,Faisalabad,Female,High,Treatment,36,Strongly Agree,No,Not Reached,44.3986665761627
3153,Karachi,Male,Middle,Treatment,37,Disagree,Yes,Surveyed,49.63295211297364
3154,Multan,Female,Middle,Control,58,Strongly Disagree,No,Refused,58.410710028687795
3155,Karachi,Male,Low,Control,36,Disagree,No,Refused,35.339279900022426
3156,Lahore,Female,Middle,Treatment,47,Strongly Disagree,Yes,Surveyed,51.580739038801376
3157,Faisalabad,Male,Middle,Treatment,50,Strongly Agree,No,Not Reached,54.68366559456806
3158,Multan,Male,High,Control,55,Agree,Yes,Surveyed,51.76243995287818
3159,Multan,Male,High,Control,67,Strongly Agree,Yes,Surveyed,62.21957754999633
3160,Lahore,Male,Low,Control,50,Strongly Agree,Yes,Surveyed,49.7520130083848
3161,Multan,Male,Low,Treatment,24,Agree,Yes,Surveyed,41.211519404348174
3162,Islamabad,Female,Middle,Treatment,53,Agree,Yes,Not Reached,58.98871182108845
3163,Karachi,Male,Low,Control,44,Strongly Agree,Yes,Surveyed,38.707040462935694
3164,Lahore,Male,Low,Treatment,42,Strongly Agree,No,Surveyed,55.49370454669082
3165,Islamabad,Male,Middle,Control,38,Disagree,Yes,Surveyed,37.75056916667499
3166,Faisalabad,Female,Middle,Treatment,28,Disagree,No,Surveyed,42.15183224368116
3167,Faisalabad,Male,Middle,Control,39,Strongly Agree,Yes,Surveyed,40.32013033449308
3168,Islamabad,Female,Low,Treatment,35,Agree,Yes,Surveyed,47.39272807226166
3169,Karachi,Male,Low,Control,63,Agree,Yes,Surveyed,72.56330612502457
3170,Faisalabad,Female,Low,Control,36,Strongly Agree,Yes,Not Reached,38.25489451504102
3171,Lahore,Male,Middle,Treatment,32,Disagree,Yes,Surveyed,42.8593424370916
3172,Islamabad,Male,Middle,Treatment,59,Strongly Agree,No,Not Reached,83.14804987844967
3173,Lahore,Female,Low,Treatment,60,Strongly Agree,No,Surveyed,74.91241433786806
3174,Karachi,Male,Low,Control,39,Strongly Disagree,Yes,Not Reached,32.681010196065806
3175,Karachi,Male,Low,Control,47,Agree,No,Surveyed,43.93359669051627
3176,Karachi,Male,Middle,Treatment,53,Strongly Agree,Yes,Surveyed,68.89970977205301
3177,Multan,Female,Middle,Control,58,Strongly Disagree,Yes,Not Reached,78.2179936230455
3178,Multan,Female,High,Treatment,44,Strongly Agree,No,Surveyed,54.08619866227306
3179,Lahore,Male,Low,Treatment,37,Strongly Agree,No,Surveyed,48.34705100721605
3180,Faisalabad,Male,Low,Treatment,24,Strongly Agree,Yes,Surveyed,41.67579345803745
3181,Faisalabad,Female,High,Control,49,Disagree,Yes,Surveyed,45.87482036409958
3182,Lahore,Male,Middle,Treatment,25,Strongly Disagree,Yes,Not Reached,39.54965561012007
3183,Multan,Female,Low,Control,61,Strongly Agree,Yes,Refused,65.3492865119362
3184,Faisalabad,Female,Low,Control,30,Strongly Agree,Yes,Refused,38.16252417909002
3185,Multan,Female,Middle,Treatment,53,Strongly Disagree,No,Surveyed,64.14405050561032
3186,Faisalabad,Female,Low,Treatment,45,Strongly Agree,Yes,Surveyed,62.72285023210455
3187,Faisalabad,Male,Low,Treatment,25,Strongly Agree,No,Surveyed,37.922960014261506
3188,Lahore,Male,Middle,Treatment,40,Strongly Agree,No,Surveyed,50.12786786661831
3189,Karachi,Female,Low,Control,35,Strongly Agree,No,Surveyed,31.891789111012194
3190,Faisalabad,Male,Middle,Treatment,36,Agree,Yes,Surveyed,51.782782826899656
3191,Faisalabad,Male,Low,Treatment,52,Agree,Yes,Surveyed,66.58857667830121
3192,Islamabad,Male,Low,Control,30,Agree,Yes,Surveyed,26.27176711825669
3193,Lahore,Female,Middle,Control,68,Disagree,Yes,Surveyed,69.67153882904594
3194,Faisalabad,Female,Low,Treatment,46,Agree,Yes,Surveyed,65.85539442889004
